timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-03-26 08:23:07.800,-1.009277,-0.153076,-0.280273,-1.040039,-0.118408,-0.2680659999999999,6
2021-03-26 08:23:07.819,-0.971191,-0.12207,-0.255859,-1.108154,0.136719,-0.287109,6
2021-03-26 08:23:07.840,-0.95166,-0.038574,-0.189697,-1.086914,0.1569819999999999,-0.2495119999999999,6
2021-03-26 08:23:07.859,-0.930908,-0.007812,-0.108154,-1.0234379999999998,0.005859,-0.128418,6
2021-03-26 08:23:07.880,-0.974854,-0.019531,-0.087402,-0.97168,-0.14502,0.0222169999999999,6
2021-03-26 08:23:07.900,-1.098633,-0.058838,-0.1049799999999999,-0.952881,-0.230713,0.064697,6
2021-03-26 08:23:07.920,-1.13916,-0.112793,-0.1079099999999999,-0.968506,-0.281006,-0.045898,6
2021-03-26 08:23:07.940,-1.088135,-0.138916,-0.118896,-0.968262,-0.264648,-0.078369,6
2021-03-26 08:23:07.960,-1.005127,-0.143066,-0.135498,-0.952393,-0.230469,-0.059814,6
2021-03-26 08:23:07.980,-0.942139,-0.129883,-0.153564,-0.951904,-0.16626,-0.013672,6
2021-03-26 08:23:08.000,-0.947266,-0.113525,-0.156494,-0.9375,-0.1352539999999999,-0.034912,6
2021-03-26 08:23:08.020,-0.966553,-0.099121,-0.152588,-0.957764,-0.106201,-0.068115,6
2021-03-26 08:23:08.039,-0.967285,-0.067871,-0.184814,-0.98999,-0.1132809999999999,-0.103516,6
2021-03-26 08:23:08.059,-0.982422,-0.046875,-0.175293,-0.999512,-0.146973,-0.144775,6
2021-03-26 08:23:08.079,-0.981934,-0.05957,-0.158691,-0.979736,-0.1547849999999999,-0.112549,6
2021-03-26 08:23:08.100,-1.013184,-0.075928,-0.141602,-0.962646,-0.141113,-0.044189,6
2021-03-26 08:23:08.119,-1.014893,-0.092041,-0.140381,-0.95459,-0.162598,-0.009033,6
2021-03-26 08:23:08.140,-1.030518,-0.108643,-0.140625,-0.970947,-0.169922,-0.014648,6
2021-03-26 08:23:08.159,-1.03125,-0.109375,-0.140625,-0.967773,-0.1547849999999999,-0.018066,6
2021-03-26 08:23:08.180,-1.015381,-0.0935059999999999,-0.140625,-0.973389,-0.151367,-0.042969,6
2021-03-26 08:23:08.199,-0.999512,-0.077637,-0.1401369999999999,-0.987793,-0.136963,-0.0659179999999999,6
2021-03-26 08:23:08.220,-1.000732,-0.078125,-0.124268,-0.97876,-0.145996,-0.067871,6
2021-03-26 08:23:08.239,-1.016602,-0.078125,-0.1247559999999999,-0.964844,-0.1569819999999999,-0.080322,6
2021-03-26 08:23:08.260,-1.013916,-0.078125,-0.126221,-0.976562,-0.1640619999999999,-0.07959,6
2021-03-26 08:23:08.279,-1.000244,-0.078125,-0.141846,-0.979736,-0.167236,-0.072998,6
2021-03-26 08:23:08.300,-1.017334,-0.078125,-0.140625,-0.966553,-0.1557619999999999,-0.053223,6
2021-03-26 08:23:08.319,-1.013184,-0.077637,-0.140625,-0.96875,-0.1486819999999999,-0.0446779999999999,6
2021-03-26 08:23:08.340,-0.998047,-0.080811,-0.140625,-0.966553,-0.136719,-0.0446779999999999,6
2021-03-26 08:23:08.359,-1.0,-0.095703,-0.140625,-0.976807,-0.1486819999999999,-0.054932,6
2021-03-26 08:23:08.380,-1.0,-0.09375,-0.140625,-0.988037,-0.157959,-0.066162,6
2021-03-26 08:23:08.399,-1.0,-0.094238,-0.140625,-0.975342,-0.15625,-0.05127,6
2021-03-26 08:23:08.420,-1.0,-0.0896,-0.139648,-0.967041,-0.158447,-0.056885,6
2021-03-26 08:23:08.440,-1.0,-0.075684,-0.145752,-0.96875,-0.144043,-0.0539549999999999,6
2021-03-26 08:23:08.460,-1.0,-0.078125,-0.153809,-0.96875,-0.149414,-0.04541,6
2021-03-26 08:23:08.479,-1.0,-0.078125,-0.138184,-0.96875,-0.157227,-0.046875,6
2021-03-26 08:23:08.500,-1.0,-0.076904,-0.140625,-0.96875,-0.15625,-0.0444339999999999,6
2021-03-26 08:23:08.520,-1.0,-0.083496,-0.140625,-0.96875,-0.15625,-0.058105,6
2021-03-26 08:23:08.539,-1.0,-0.095947,-0.140625,-0.96875,-0.15625,-0.06543,6
2021-03-26 08:23:08.559,-1.0,-0.09375,-0.140625,-0.96875,-0.15625,-0.050293,6
2021-03-26 08:23:08.579,-1.0,-0.095215,-0.140625,-0.96875,-0.15625,-0.046143,6
2021-03-26 08:23:08.600,-0.998291,-0.08667,-0.138916,-0.966797,-0.15625,-0.046875,6
2021-03-26 08:23:08.619,-1.00708,-0.075928,-0.149414,-0.983398,-0.15625,-0.0485839999999999,6
2021-03-26 08:23:08.640,-1.019287,-0.078125,-0.150635,-0.970947,-0.15625,-0.031738,6
2021-03-26 08:23:08.659,-1.007568,-0.078125,-0.136719,-0.968506,-0.1547849999999999,-0.044922,6
2021-03-26 08:23:08.680,-0.998047,-0.078125,-0.150635,-0.96875,-0.1704099999999999,-0.046875,6
2021-03-26 08:23:08.699,-1.0,-0.078125,-0.149414,-0.96875,-0.1726069999999999,-0.046875,6
2021-03-26 08:23:08.720,-1.0,-0.080078,-0.138916,-0.96875,-0.156738,-0.047363,6
2021-03-26 08:23:08.739,-0.997559,-0.06665,-0.140625,-0.96875,-0.156006,-0.03125,6
2021-03-26 08:23:08.760,-1.009277,-0.070312,-0.140625,-0.96875,-0.156006,-0.031006,6
2021-03-26 08:23:08.779,-1.016846,-0.079346,-0.140625,-0.96875,-0.156738,-0.014893,6
2021-03-26 08:23:08.800,-1.015625,-0.078125,-0.142822,-0.96875,-0.1726069999999999,-0.015625,6
2021-03-26 08:23:08.819,-1.015625,-0.080322,-0.130127,-0.96875,-0.171875,-0.015381,6
2021-03-26 08:23:08.840,-1.015625,-0.067383,-0.123779,-0.96875,-0.170166,-0.01709,6
2021-03-26 08:23:08.859,-1.017822,-0.061523,-0.125,-0.96875,-0.154541,-0.034668,6
2021-03-26 08:23:08.880,-1.00415,-0.0625,-0.125,-0.96875,-0.1557619999999999,-0.0485839999999999,6
2021-03-26 08:23:08.899,-0.999023,-0.060059,-0.125,-0.96875,-0.158936,-0.046875,6
2021-03-26 08:23:08.920,-1.0,-0.076416,-0.125,-0.96875,-0.173828,-0.046875,6
2021-03-26 08:23:08.940,-1.0,-0.066162,-0.125,-0.96875,-0.172363,-0.047363,6
2021-03-26 08:23:08.960,-1.0,-0.062012,-0.123047,-0.96875,-0.167725,-0.042725,6
2021-03-26 08:23:08.979,-0.998047,-0.060547,-0.137939,-0.96875,-0.153809,-0.0288089999999999,6
2021-03-26 08:23:09.000,-1.014893,-0.0773929999999999,-0.140869,-0.96875,-0.15625,-0.03125,6
2021-03-26 08:23:09.020,-1.002197,-0.064697,-0.14209,-0.96875,-0.155029,-0.03125,6
2021-03-26 08:23:09.039,-0.999756,-0.060791,-0.126465,-0.96875,-0.162842,-0.03125,6
2021-03-26 08:23:09.059,-1.0,-0.0778809999999999,-0.1235349999999999,-0.96875,-0.166748,-0.03125,6
2021-03-26 08:23:09.079,-1.0,-0.0634769999999999,-0.139404,-0.96875,-0.161621,-0.029541,6
2021-03-26 08:23:09.100,-1.0,-0.0622559999999999,-0.140625,-0.96875,-0.16748,-0.037598,6
2021-03-26 08:23:09.119,-1.0,-0.0625,-0.140625,-0.96875,-0.154053,-0.0488279999999999,6
2021-03-26 08:23:09.140,-1.0,-0.0625,-0.140625,-0.96875,-0.157959,-0.0485839999999999,6
2021-03-26 08:23:09.159,-0.999756,-0.0625,-0.140625,-0.96875,-0.146484,-0.041016,6
2021-03-26 08:23:09.180,-1.0004879999999998,-0.078613,-0.140625,-0.966553,-0.146729,-0.02124,6
2021-03-26 08:23:09.199,-1.016357,-0.078125,-0.140625,-0.977051,-0.1557619999999999,-0.015869,6
2021-03-26 08:23:09.220,-1.015625,-0.078125,-0.140625,-0.988037,-0.165039,-0.004395,6
2021-03-26 08:23:09.239,-1.015625,-0.0778809999999999,-0.140381,-0.975098,-0.175537,-0.007568,6
2021-03-26 08:23:09.260,-1.015625,-0.079834,-0.142334,-0.967285,-0.162109,-0.019287,6
2021-03-26 08:23:09.279,-1.015625,-0.094971,-0.157715,-0.96875,-0.1547849999999999,-0.005615,6
2021-03-26 08:23:09.300,-1.015869,-0.096436,-0.156494,-0.970947,-0.15625,-0.000977,6
2021-03-26 08:23:09.319,-1.012695,-0.108398,-0.152832,-0.958008,-0.15625,0.010498,6
2021-03-26 08:23:09.340,-0.997803,-0.091553,-0.141602,-0.952148,-0.158447,0.0141599999999999,6
