timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-04-16 14:30:21.245,-0.875977,0.059082,-0.5253909999999999,-0.984863,-0.064209,-0.112549,6
2021-04-16 14:30:21.264,-0.859131,0.052246,-0.530762,-1.000732,-0.043945,-0.1247559999999999,6
2021-04-16 14:30:21.284,-0.8408200000000001,0.02002,-0.5153810000000001,-0.998535,-0.009521,-0.108154,6
2021-04-16 14:30:21.305,-0.8381350000000001,-0.000977,-0.512207,-0.981445,0.039795,-0.109375,6
2021-04-16 14:30:21.325,-0.841309,-0.005127,-0.513672,-0.963379,0.088379,-0.109375,6
2021-04-16 14:30:21.344,-0.823975,0.010498,-0.4965819999999999,-0.931152,0.132324,-0.1069339999999999,6
2021-04-16 14:30:21.364,-0.836426,0.01123,-0.508789,-0.924805,0.143066,-0.091797,6
2021-04-16 14:30:21.385,-0.855469,0.0271,-0.5266109999999999,-0.959961,0.135498,-0.093262,6
2021-04-16 14:30:21.405,-0.8408200000000001,0.0283199999999999,-0.5268550000000001,-0.970215,0.099609,-0.096436,6
2021-04-16 14:30:21.424,-0.8396,0.029053,-0.542725,-0.972412,0.066895,-0.115723,6
2021-04-16 14:30:21.444,-0.8396,0.0129389999999999,-0.543945,-0.986572,0.039062,-0.123779,6
2021-04-16 14:30:21.465,-0.8396,0.012451,-0.528076,-0.985107,0.022705,-0.103516,6
2021-04-16 14:30:21.485,-0.8396,0.012451,-0.5117189999999999,-0.980469,0.021484,-0.0896,6
2021-04-16 14:30:21.505,-0.8396,-0.003662,-0.512451,-0.962402,0.05542,-0.060547,6
2021-04-16 14:30:21.524,-0.8396,-0.0031739999999999,-0.52832,-0.944092,0.0700679999999999,-0.021729,6
2021-04-16 14:30:21.545,-0.8396,-0.0021969999999999,-0.5275880000000001,-0.939453,0.080322,-0.04126,6
2021-04-16 14:30:21.565,-0.8396,0.014893,-0.529053,-0.959961,0.07666,-0.0700679999999999,6
2021-04-16 14:30:21.584,-0.8396,0.029785,-0.544922,-0.97876,0.082764,-0.095947,6
2021-04-16 14:30:21.604,-0.839844,0.028564,-0.543457,-0.981445,0.104248,-0.100342,6
2021-04-16 14:30:21.625,-0.8374020000000001,0.026367,-0.543945,-0.959473,0.104248,-0.0754389999999999,6
2021-04-16 14:30:21.645,-0.821533,0.008057,-0.5410159999999999,-0.949219,0.091553,-0.068848,6
2021-04-16 14:30:21.665,-0.826416,-0.005371,-0.525879,-0.960693,0.09375,-0.068115,6
2021-04-16 14:30:21.684,-0.8415530000000001,0.0,-0.527832,-0.970459,0.09375,-0.079834,6
2021-04-16 14:30:21.704,-0.838867,0.014648,-0.527832,-0.96875,0.09375,-0.078125,6
2021-04-16 14:30:21.725,-0.843994,0.012451,-0.527832,-0.96875,0.09375,-0.078125,6
2021-04-16 14:30:21.745,-0.8530270000000001,0.011719,-0.527832,-0.970947,0.09375,-0.078125,6
2021-04-16 14:30:21.764,-0.8415530000000001,0.016846,-0.528564,-0.957031,0.09375,-0.078125,6
2021-04-16 14:30:21.784,-0.8579100000000001,0.030762,-0.523193,-0.961426,0.09375,-0.080322,6
2021-04-16 14:30:21.805,-0.854492,0.029297,-0.509521,-0.969971,0.09375,-0.065674,6
2021-04-16 14:30:21.825,-0.861816,0.023193,-0.5119630000000001,-0.96875,0.09375,-0.071533,6
2021-04-16 14:30:21.844,-0.8681639999999999,0.01001,-0.5119630000000001,-0.970947,0.091309,-0.0791019999999999,6
2021-04-16 14:30:21.864,-0.8532709999999999,0.012451,-0.5119630000000001,-0.95752,0.1069339999999999,-0.078125,6
2021-04-16 14:30:21.885,-0.855469,0.012451,-0.5119630000000001,-0.949951,0.101074,-0.075684,6
2021-04-16 14:30:21.905,-0.855469,0.012451,-0.5119630000000001,-0.9646,0.081299,-0.087402,6
2021-04-16 14:30:21.924,-0.855469,0.0141599999999999,-0.5119630000000001,-0.969238,0.0773929999999999,-0.106201,6
2021-04-16 14:30:21.944,-0.855469,0.003662,-0.513672,-0.96875,0.078125,-0.111816,6
2021-04-16 14:30:21.965,-0.855469,0.001709,-0.50293,-0.96875,0.078125,-0.096436,6
